Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
02/01/2014,"DRUMMAGH, SUMMERHILL, CARRICK ON SHANNON",,Leitrim,"€28,834.00",No,No,Second-Hand Dwelling house /Apartment,
18/10/2017,"12 GARTHY WOOD, KNOCKLYON, DUBLIN 16",,Dublin,"€256,200.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2020,"9 PRIORY STREET, CLONGRIFFIN, DUBLIN 13",,Dublin,"€180,000.00",No,No,New Dwelling house /Apartment,
20/12/2016,"THE AULD HOUSE, KILLAMERY, NINE MILE HOUSE",,Tipperary,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2017,"25A YEATS VILLAGE, BALLINODE, SLIGO",,Sligo,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2017,"112 BLACKCASTLE LODGE, NAVAN, MEATH",,Meath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2021,"BALLYDUFFY, MOYNE P O, LONGFORD",,Longford,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2017,"3 THE LAURELS, WOODTOWN LODGE, SLIGO",,Sligo,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/10/2017,"32 Roseland Avenue, Cualanor, Upper Glenageary Road",,Dublin,"€707,964.60",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
03/11/2015,"12 BRAYTON PARK, KILCOCK, KILDARE",,Kildare,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2021,"AVOCA 1A PEARSE PARK, GRANGE ROAD, DOUGLAS",,Cork,"€355,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2019,"6 HILL ST, DUNDALK, LOUTH",,Louth,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2016,"8 SHERRARD ST UPPER, DUBLIN 1, DUBLIN",Dublin 1,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/05/2020,"CLOONCUNNY LODGE, STROKESTOWN, ROSCOMMON",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"1 Muileann Court, Kettles Lane, Kinsealy",,Dublin,"€299,550.00",No,Yes,New Dwelling house /Apartment,
30/04/2015,"20 COLTHURST WAY, LUCAN, CO DUBLIN",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2016,"LISROE, 28 WILTON RD, CORK",,Cork,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2014,"13 ST LAURENCES GROVE, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/06/2018,"49 HUNTERS LANE, HUNTERS WOOD, BALLYCULLEN DUBLIN 24",Dublin 24,Dublin,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"1 Barryscourt, Carrigtwohill",,Cork,"€40,000.00",No,Yes,New Dwelling house /Apartment,
08/05/2015,"8 KENNY HEIGHTS, CAHIRDOWN, LISTOWEL",,Kerry,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/05/2018,"120 SEAPARK, MOUNT PROSPECT AVE, CLONTARF DUBLIN 3",Dublin 3,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2011,"10 Ardfield Road, Grange, Douglas  Cork",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2014,"25 AMBERLEY HEIGHTS, GRANGE, DOUGLAS",,Cork,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"4 DYSART WOODS, MODEL VILLAGE, DRIPSEY",,Cork,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/02/2020,"142 OUGHTERANY VILLAGE, KILCOCK, KILDARE",,Kildare,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2018,"22 THE WATERFRONT, CANAL ST, NAAS",,Kildare,"€207,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2019,"10 BASS PLACE, DUBLIN 2",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"8 Forge Green, The Forge, Lusk",,Dublin,"€251,101.32",No,Yes,New Dwelling house /Apartment,
10/02/2020,"17 THE STABLES, COOLROE, BALLINCOLLIG",,Cork,"€352,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"298 LE FANU ROAD, BALLYFERMOT, DUBLIN 10",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2014,"123 ROEBUCK CASTLE, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2010,"53 CLUAIN DUBH, FR. RUSSELL ROAD",,Limerick,"€170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/09/2013,"35 Maurland, Carrigaline",,Cork,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2016,"APARTMENT 58 BLOCK B, SMITHFIELD MARKET, DUBLIN 7",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2013,"DROMAHANE, MALLOW, COUNTY CORK",,Cork,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"13 MEADOW VALLEY, SEAFIELD, YOUGHAL",,Cork,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2018,"250 Ard Uisce, Whiterock Hill, Wexford",,Wexford,"€193,832.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/09/2021,"31 THE VIEW, WOODSIDE, BETTYSTOWN",,Meath,"€282,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/05/2021,"163 CHURCH RD, EAST WALL, DUBLIN 3",Dublin 3,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2021,"113 RATHFARNHAM RD, DUBLIN 14, DUBLIN",Dublin 14,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/03/2019,"28 THE AVENUE, ARDPATRICK, LADYSWELL",,Cork,"€115,000.00",No,No,New Dwelling house /Apartment,less than 38 sq metres
27/10/2017,"TULLIG, CAHIRCIVEEN, COUNTY KERRY",,Kerry,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2016,"24 Foxrock Mount, Foxrock",Dublin 18,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2020,"6 Taylor Hill, Boulevard, Balbriggan",,Dublin,"€334,800.00",No,Yes,New Dwelling house /Apartment,
04/07/2013,"Keans of Furbo, Furbo",,Galway,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2018,"3 Farm Green, Manor Farm, Kehenaghbeg",,Cork,"€281,895.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
23/02/2018,"9 The Grove, Cahirdown Wood, Listowel",,Kerry,"€62,408.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
30/04/2018,"66 LAWNSDALE, NAVENNY, BALLYBOFEY",,Donegal,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2013,"29 St Peters Road, Phibsboro",Dublin 7,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2018,"56 THE OAKS, KEATINGSTOWN RD, WICKLOW",,Wicklow,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"CUSHIN, WESTPORT, MAYO",,Mayo,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2020,"ARDMORE, KILKERRIN, CONNAMARA",,Galway,"€191,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/10/2016,"2 BERRYS CLOSE SPA RD, INCHICORE DUBLIN 8, DUBLIN",Dublin 8,Dublin,"€68,595.15",No,No,Second-Hand Dwelling house /Apartment,
05/05/2015,"COOLAGH, NEWMARKET, CORK",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2018,"1 Larkfield Close, Clayfarm, Ballyogan Road",Dublin 18,Dublin,"€515,418.50",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/05/2011,"91  Rosewood Estate, Ballincollig, Cork",,Cork,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2021,"22 ERRIS BAY, BOYLE, ROSCOMMON",,Roscommon,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2013,"Graymoor House, Loreto Road, Dalkey",,Dublin,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"11 ALDWORTH HEIGHTS ST JOSPEHS, MALLOW, CORK",,Cork,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2014,"19 LANA NA PAIRCE, LUCAN, CO DUBLIN",,Dublin,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2015,"1 CUIRT NA RASAI, BALLYBRIT, GALWAY",,Galway,"€71,428.58",No,No,Second-Hand Dwelling house /Apartment,
21/06/2017,"8 WOLFE TONE WAY, CLONAKILTY, CORK",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2020,"2 THE TERRACE, TRAMORE, CO WATERFORD",,Waterford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2019,"28 THE VILLAGE, CLARION RD, BALLYTIVNAN",,Sligo,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2018,"43/44 EAST ARRAN ST, DUBLIN 7, DUBLIN",Dublin 7,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2019,"5 STREAMSTOWN, RATHOATH, CO MEATH",,Meath,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/06/2019,"11 HEATHERGATE COURT, STONEY LANE, ARDEE",,Louth,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2016,"2420 CHURCH VIEW EST, SUNCROFT, THE CURRAGH",,Kildare,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2011,"16 Whitechapel Green, Blanchardstown, Dublin 15",,Dublin,"€97,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"150 TEMPLE GARDENS, NORTHWOOD, SANTRY",,Dublin,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2019,"7 KINGSHALL, CHAPELIZOD, DUBLIN 20",,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/02/2018,"7 GILFORD DR, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€350,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/10/2015,"ORCHARD COTTAGE, POTTERY RD, DUN LAOGHAIRE",,Dublin,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2017,"66 THE PADDOCKS, WESTBURY, CORBALLY",,Clare,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2021,"59 CHURCH GREEN, BALLINGLANNA",,Cork,"€339,206.99",No,Yes,New Dwelling house /Apartment,
29/06/2017,"12 Belarmine Woods, Belarmine Woods, Stepaside",,Dublin,"€524,229.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/10/2012,"69 Sheanabothar, Killeens, Co Cork",,Cork,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"13 ORCHARD LANE, BLACKROCK, DUBLIN",,Dublin,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2019,"4 ST LUKES PLACE, CO CORK",,Cork,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2016,"Apt 24 Garryknock, Bracken Park, Carpenterstown Road",Dublin 15,Dublin,"€270,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/11/2017,"4 THE HAVEN TOWER CROSS, MORNINGTON, MEATH",,Meath,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"DERRYRIBBEEN, CLOGHER, WESTPORT",,Mayo,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2015,"44 Orchard Drive, Drumrooske, Donegal Town",,Donegal,"€93,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"REA, KILMORNA, KERRY",,Kerry,"€47,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"14 Cloch Choirneal, Balrothery, Balbriggan",,Dublin,"€100,000.00",No,Yes,New Dwelling house /Apartment,
08/07/2014,"6 THORNDALE PARK, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2019,"97 Brocan Wood, Monasterevan",,Kildare,"€226,387.67",No,Yes,New Dwelling house /Apartment,
29/11/2019,"14 VERSCHOYLE HEIGHTS SAGGART ABBEY, SAGGART, DUBLIN",Dublin 24,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2018,"10 Tir an Choir, Tuam",,Galway,"€170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/04/2018,"13 THE PASTURES, MONASTEREVIN, KILDARE",,Kildare,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"15C ARVOUGH, KINVARA, GALWAY",,Galway,"€208,333.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"6 MOREEN LAWN, SANDYFORD, DUBLIN 16",Dublin 16,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"12 WEAVERS WAY, WHEATON HALL, DROGHEDA",,Louth,"€279,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2014,"San Fionnbarra, Crosthwaite Park South, DunLaoghaire",,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2019,"3  Old Head View, Kinsale Manor, Rathbeg",,Cork,"€299,599.47",No,Yes,New Dwelling house /Apartment,
03/09/2014,"28 St Brigids Villas, Navan",,Meath,"€22,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"DOORLUS, GRANAGH, KILMALLOCK",,Limerick,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2017,"21 CAIRNBROOK AVE, GLENAMUCK RD, CARRICKMINES DUBLIN 18",Dublin 18,Dublin,"€535,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"60 C0RRIN VIEW, FERMOY, CORK",,Cork,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2019,"12 ROS NA GREINE, SHANNON, CLARE",,Clare,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2016,"8 WILLOW MEWS, ST ALBANS PARK, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2017,"26 SHERATON COURT, GLASHEEN RD, CORK",,Cork,"€234,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"Templekelly, Roolagh, Ballina",,Tipperary,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2021,"9 ROS BEOLAIN, ROSSES POINT, SLIGO",,Sligo,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/04/2019,"9 RANELAGH RD, DUBLIN 6, DUBLIN",Dublin 6,Dublin,"€705,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2012,"125 Blarney Street, Cork",,Cork,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2018,"18 CLONCOOL PARK, BUNCRANA, CO DONEGAL",,Donegal,"€141,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2019,"Unit 108  Fearach Cnoic, Greenville, Enniscorthy",,Wexford,"€139,050.00",No,Yes,New Dwelling house /Apartment,
14/12/2017,"UNIT NO 148 FIFTH FLOOR, NORTHBANK, CASTLEFORBES ROAD",Dublin 1,Dublin,"€302,095.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2018,"60 Woodlaw, Allenwood, Naas",,Kildare,"€250,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/03/2017,"44 GAZELLE VILLAGE, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,"€248,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2012,"11 Glebe Close, Newcastle, County Dublin",,Dublin,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"APT 231 PARKVIEW, LORD EDWARD ST, LIMERICK",,Limerick,"€67,610.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"62 BOICE COURT, MELL, DROGHEDA",,Louth,"€55,066.07",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/04/2015,"307 HARBOUR COURT, SLIGO, SLIGO",,Sligo,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2020,"143 DEEL MANOR, ASKEATON, CO LIMERICK",,Limerick,"€177,000.00",No,Yes,New Dwelling house /Apartment,
22/07/2019,"3 THE MILL, MARLFIELD, CLONMEL",,Tipperary,"€40,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2021,"9 THE MOORINGS, FARRENREAGH, VALENTIA ISLAND",,Kerry,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/04/2014,"32 KEVINGTON CLOSE, GRANGE HEIGHTS, DOUGLAS",,Cork,"€292,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2018,"Apt 15 Corrig Glen, Portarlington",,Laois,"€114,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/08/2021,"139 MONKSFIELD, ABBEYSIDE, DUNGARVAN",,Waterford,"€251,101.32",No,Yes,New Dwelling house /Apartment,
20/05/2011,"16 The Willows, Riverbank, Anacotty",,Limerick,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2019,"76 LAKE DRIVE, KILMINCHY VILLAGE, PORTLAOISE",,Laois,"€179,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2016,"PARK RD, DUNMANWAY, CORK",,Cork,"€77,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"7 Phelan Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,"€365,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
05/12/2017,"APT 3, COLLEGE CLOSE, GRANBY ROW",,Carlow,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2012,"30 Glen Corrin, Watergrasshill",,Cork,"€96,916.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
04/12/2019,"APARTMENT 324, ATKINS HALL, LEE ROAD",,Cork,"€186,072.54",No,No,Second-Hand Dwelling house /Apartment,
30/10/2020,"72 RIVERSDALE, UPPER DARGLE RD, BRAY",,Wicklow,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2013,"Apartment 62, Grande Central, Rockbrook  Sandyford",Dublin 18,Dublin,"€140,105.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/08/2021,"25 DOWNEYS ST, KILLALEE, LIMERICK CITY",,Limerick,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2012,"Ballinacarig, Wexford Road, Carlow",,Carlow,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2021,"20 WALKINSTOWN PARADE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€349,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2013,"5 Northbrook Avenue, North Strand",Dublin 3,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2019,"CORK STREET, MACROOM, CO CORK",,Cork,"€82,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2021,"50 PEMBROKE RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€1,716,767.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2020,"19 Friarsfield, Killenaule Road, Fethard",,Tipperary,"€161,233.48",No,Yes,New Dwelling house /Apartment,
25/08/2010,"Doonaghboy, Kilkee",,Clare,"€132,500.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2019,"GREGDUFF, SPIDDAL, CO. GALWAY",,Galway,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/06/2017,"APT 5, DOMINICK ST, GALWAY",,Galway,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2013,"13 SOUTH PARADE, WATERFORD",,Waterford,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2019,"7 Oaktree Lawn, Cunnaberry Hill, Tully Road",,Kildare,"€237,885.46",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/09/2014,"TEMPLEORUM, PILTOWN, KILKENNY",,Kilkenny,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2016,"THE BARN BUNGALOW, THE LAWN LANDS, CASTLETOWNSHEND",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2018,"7127 BENBULBEN SUITE, CLARION ROAD, CO SLIGO",,Sligo,"€50,855.66",No,No,Second-Hand Dwelling house /Apartment,
11/07/2012,"3 Woodville Grange, Athlone",,Westmeath,"€175,500.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2014,"27 ABERCORN SQ, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€237,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2018,"60 Castleguard Manor, Ardee",,Louth,"€227,500.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/2016,"Robin Hill, King Edward Road, Bray",,Wicklow,"€860,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2015,"75 SHINGAN, MILEHOUSE RD, ENNISCORTHY",,Wexford,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2019,"12 CARRAIG BREAC, DRUMSHANBO, LEITRIM",,Leitrim,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2012,"12  The Court, Robswall, Malahide",,Dublin,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2019,"1 OAKLAND HEIGHTS, DRUMKEEN, CO DONEGAL",,Donegal,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2017,"33 Rann Mor Meadow, Crievesmith, Letterkenny",,Donegal,"€138,964.76",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
17/12/2015,"5 CHURCH RD, NENAGH, TIPPERARY",,Tipperary,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2016,"55 ROSE GARDENS LODGES, MOUNT JULIET ESTATE, THOMASTOWN",,Kilkenny,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/06/2015,"205 Phoenix View, James's Street, Dublin 8",Dublin 8,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/03/2021,"26 CLONMORE RD, BALLYBOUGH, DUBLIN 3",Dublin 3,Dublin,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/11/2010,"Tullybeg House, Tullybeg, Rahan  Tullamore",,Offaly,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2016,"89 WHITEBARN RD, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€587,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2014,"NESTLE DOWN, CASTLEFLEMING, ERRELL",,Laois,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2012,"4BALLYBODEN CRESCENT, RATHFARNHAM",,Dublin,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2018,"4 ANEY VIEW, JULIANSTOWN, MEATH",,Meath,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2012,"Behaglass, Roscrea",,Tipperary,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2019,"29 BELFRY COURT, LISCORRIE, CROSSLANE",,Louth,"€271,365.64",No,Yes,New Dwelling house /Apartment,
11/05/2017,"11 KINCORA PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€895,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2016,"NEW ROW, FINTRA ROAD, KILLYBEGS",,Donegal,"€17,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"101 HUNTERS WOOD GREEN, BALLYCULLEN RD, DUBLIN 24",Dublin 16,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2017,"42 CREMONA RD BALLYFERMOT, DUBLIN 10, DUBLIN",Dublin 10,Dublin,"€68,792.44",Yes,No,Second-Hand Dwelling house /Apartment,
18/01/2016,"COTTAGE 6, BORRMOUNT VILLAGE, ENNISCORTHY",,Wexford,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
